ann_term	generic	annotation
PF11300	0	Protein of unknown function (DUF3102)
PF11319	0.490253099190431	Type VI secretion system VasI, EvfG, VC_A0118
PF11340	0.111803398874989	Protein of unknown function (DUF3142)
PF11348	0.243588675923112	Protein of unknown function (DUF3150)
PF11356	0.600500845813547	Type II secretion system protein C
PF11363	0	Protein of unknown function (DUF3164)
PF11367	0	Protein of unknown function (DUF3168)
PF11380	0.111803398874989	Stealth protein CR2, conserved region 2
PF11392	0.599445946719114	Protein of unknown function (DUF2877)
PF11393	0.381328457376398	Type-IV b secretion system, inner-membrane complex component
PF11398	0	Protein of unknown function (DUF2813)
PF11412	0.219320007803175	Disulphide bond corrector protein DsbC
PF11423	0	Regulatory protein Mnt
PF11426	0.157109975188711	Tn7 transposition regulator TnsC
PF11429	0.157109975188711	Colicin D
PF11438	0	36-mer N-terminal peptide of the N protein (N36)
PF11439	0.382364396414689	Type III secretion system filament chaperone CesA
PF11444	0.243588675923112	Protein of unknown function (DUF2895)
PF11459	0.359324260314598	Transcriptional regulator, AbiEi antitoxin, Type IV TA system
PF11471	0.970367932307448	Maltoporin periplasmic N-terminal extension
PF11495	0.265053135346409	Archaeal transcriptional regulator TrmB
PF11504	0.332805489243922	Colicin Ia
PF11563	0.479978902489936	Protoglobin
PF11570	0.111803398874989	Coiled-coil receptor-binding R-domain of colicin E2
PF11575	0	FhuF 2Fe-2S C-terminal domain
PF11604	0.432829957549034	Copper binding periplasmic protein CusF
PF11612	0.711456875766866	Type II secretion system (T2SS), protein J
PF11622	0.44933143021295	Protein of unknown function (DUF3251)
PF11638	0.157109975188711	DnaA N-terminal domain
PF11646	0.111803398874989	Protein of unknown function DUF3258
PF11650	0	P22 tail accessory factor
PF11651	0	P22 coat protein - gene protein 5
PF11656	0	YjbD family (DUF3811)
PF11657	0.157109975188711	Transcriptional activator TraM
PF11658	0.248730956271219	Cellulose biosynthesis protein BcsG
PF11659	0.382364396414689	Protein of unknown function (DUF3261)
PF11660	0.243588675923112	Protein of unknown function (DUF3262)
PF11663	0.362611833469554	Toxin with endonuclease activity, of toxin-antitoxin system
PF11666	0.432829957549034	Protein of unknown function (DUF2933)
PF11672	0.111803398874989	zinc-finger-containing domain
PF11681	0	Protein of unknown function (DUF3277)
PF11682	2.55295187795212	Probable zinc-ribbon
PF11692	0.492988818010657	Protein of unknown function (DUF3289)
PF11700	0.157109975188711	Vacuole effluxer Atg22 like
PF11726	2.12146951696045	Inovirus Gp2
PF11734	0.111803398874989	TilS substrate C-terminal domain
PF11737	0	Protein of unknown function (DUF3300)
PF11738	0	Protein of unknown function (DUF3298)
PF11739	0.191182198207345	Dicarboxylate transport
PF11740	0.301892763255977	Plasmid replication region DNA-binding N-term
PF11741	0.159111456835146	AMIN domain
PF11742	0.475840362551257	Protein of unknown function (DUF3302)
PF11745	0.63032541324484	Protein of unknown function (DUF3304)
PF11756	0	Nitrous oxide-stimulated promoter
PF11762	0	L-arabinose isomerase C-terminal domain
PF11769	0.111803398874989	Protein of unknown function (DUF3313)
PF11775	0.157109975188711	Cobalamin biosynthesis protein CobT VWA domain
PF11776	0.111803398874989	Nickel/cobalt transporter regulator
PF11791	0	Aconitate B N-terminal domain
PF11794	0.435744670330595	4-hydroxyphenylacetate 3-hydroxylase N terminal
PF11798	0.435563072210464	IMS family HHH motif
PF11799	0.646313792973152	impB/mucB/samB family C-terminal domain
PF11806	0.496666100302682	Domain of unknown function (DUF3327)
PF11808	0	Domain of unknown function (DUF3329)
PF11809	0.392976309396426	Domain of unknown function (DUF3330)
PF11818	0.111803398874989	C-terminal domain of tail specific protease (DUF3340)
PF11823	0.111803398874989	Protein of unknown function (DUF3343)
PF11842	0.194464535831607	Domain of unknown function (DUF3362)
PF11843	0.219320007803175	Protein of unknown function (DUF3363)
PF11862	0	Domain of unknown function (DUF3382)
PF11863	0	Protein of unknown function (DUF3383)
PF11867	0.470489914337886	Domain of unknown function (DUF3387)
PF11870	0.223606797749979	Domain of unknown function (DUF3390)
PF11873	0.191182198207345	Domain of unknown function (DUF3393)
PF11890	0.191182198207345	Domain of unknown function (DUF3410)
PF11892	0	Domain of unknown function (DUF3412)
PF11893	0	Domain of unknown function (DUF3413)
PF11898	0	Domain of unknown function (DUF3418)
PF11903	0	ParD-like antitoxin of type II bacterial toxin-antitoxin system
PF11920	0.243588675923112	Protein of unknown function (DUF3438)
PF11922	1.25889242057544	Domain of unknown function (DUF3440)
PF11924	1.13899522676009	Inverse autotransporter, beta-domain
PF11939	0.111803398874989	[NiFe]-hydrogenase assembly, chaperone, HybE
PF11940	0	Domain of unknown function (DUF3458) Ig-like fold
PF11941	0	Domain of unknown function (DUF3459)
PF11944	0	Protein of unknown function (DUF3461)
PF11967	0	Recombination protein O N terminal
PF11974	0.111803398874989	Alpha-2-macroglobulin MG1 domain
PF11975	0.4928283137518	Family 4 glycosyl hydrolase C-terminal domain
PF11985	0	Protein of unknown function (DUF3486)
PF11987	0.157109975188711	Translation-initiation factor 2
PF11990	0.243588675923112	Protein of unknown function (DUF3487)
PF11996	0.43410755244364	Protein of unknown function (DUF3491)
PF12002	0.317974204829116	MgsA AAA+ ATPase C terminal
PF12008	0.382364396414689	Type I restriction and modification enzyme - subunit R C terminal
PF12019	0.697985346768682	Type II transport protein GspH
PF12034	0.502525268588178	Domain of unknown function (DUF3520)
PF12083	0.550603811249092	Domain of unknown function (DUF3560)
PF12084	0.111803398874989	Protein of unknown function (DUF3561)
PF12101	0.243588675923112	Protein of unknown function (DUF3577)
PF12102	0.191182198207345	Domain of unknown function (DUF3578)
PF12105	0.219320007803175	SpoU, rRNA methylase, C-terminal
PF12111	0.111803398874989	Polyribonucleotide phosphorylase C terminal
PF12116	0.157109975188711	Stage III sporulation protein D
PF12120	0.111803398874989	Rifampin ADP-ribosyl transferase
PF12122	0.111803398874989	Cytoplasmic N-terminal domain of rhomboid serine protease
PF12137	0	RNA polymerase recycling family C-terminal
PF12146	0.806520107340359	Serine aminopeptidase, S33
PF12147	0.392774937971778	Putative methyltransferase
PF12158	0.371236387893486	Protein of unknown function (DUF3592)
PF12161	0.729031783787341	HsdM N-terminal domain
PF12167	0.483755090248952	Arm DNA-binding domain
PF12168	0	DNA polymerase III subunits tau domain IV DnaB-binding
PF12169	0	DNA polymerase III subunits gamma and tau domain III
PF12170	0	DNA polymerase III tau subunit V interacting with alpha
PF12183	0.111803398874989	Restriction endonuclease NotI
PF12217	0	Catalytic beta propeller domain of bacteriophage endosialidase
PF12218	0	N terminal extension of bacteriophage endosialidase
PF12219	0	Catalytic domain of bacteriophage endosialidase
PF12221	0.159111456835146	Bacterial membrane protein N terminal
PF12236	0	Bacteriophage head to tail connecting protein
PF12244	0	Protein of unknown function (DUF3606)
PF12245	4.19395284979804	Bacterial Ig-like domain (group 3)
PF12293	0.381328457376398	Putative outer membrane core complex of type IVb secretion
PF12320	0	Type 5 capsule protein repressor C-terminal domain
PF12323	1.0523481880351	Helix-turn-helix domain
PF12324	0.111803398874989	Helix-turn-helix domain of alkylmercury lyase
PF12327	0	FtsZ family, C-terminal domain
PF12343	0.111803398874989	Cold shock protein DEAD box A
PF12344	0.32583874244164	Ultra-violet resistance protein B
PF12358	0.301892763255977	Protein of unknown function (DUF3644)
PF12368	0.111803398874989	Rhodanase C-terminal
PF12390	0	Selenocysteine synthase N terminal
PF12392	0.111803398874989	Collagenase
PF12393	0.191182198207345	Dr family adhesin
PF12399	0.111803398874989	Branched-chain amino acid ATP-binding cassette transporter
PF12404	0	Peptidase
PF12408	0.265053135346409	Ribose-5-phosphate isomerase
PF12419	0.111803398874989	SNF2 Helicase protein
PF12421	0.157109975188711	Fibronectin type III protein
PF12431	0.194464535831607	Transcriptional regulator
PF12445	0.527112987191383	Flagellin protein
PF12450	0.502525268588178	von Willebrand factor
PF12462	0.157109975188711	DNA helicase IV / RNA helicase N terminal
PF12464	0.423965606438822	Maltose acetyltransferase
PF12476	0.111803398874989	Protein of unknown function (DUF3696)
PF12477	0.581899987056804	Sex factor F TraW protein N terminal
PF12482	0.248730956271219	Phage integrase protein
PF12486	0.812773809754463	Type VI secretion system, EvfB, or VasL
PF12500	0.456839722053117	TRSP domain C terminus to PRTase_2
PF12528	0.157109975188711	Type II secretion prepilin peptidase dependent protein C
PF12532	0.111803398874989	Protein of unknown function (DUF3732)
PF12535	0	Hydrolase of X-linked nucleoside diphosphate N terminal
PF12557	0	Cob(I)alamin adenosyltransferase N terminal
PF12566	0	Protein of unknown function (DUF3748)
PF12568	0	Acetyltransferase (GNAT) domain
PF12571	0	Phage tail-collar fibre protein
PF12592	0	Protein of unknown function (DUF3763)
PF12602	0.597462990750436	Fertility inhibition protein N terminal
PF12604	0	Tail fibre protein gp37 C terminal
PF12615	0.613018057842105	F sex factor protein N terminal
PF12626	0	Polymerase A arginine-rich C-terminus
PF12627	0.111803398874989	Probable RNA and SrmB- binding site of polymerase A
PF12631	0	MnmE helical domain
PF12633	0	Adenylate cyclase NT domain
PF12635	0.111803398874989	Protein of unknown function (DUF3780)
PF12639	0.500632511321833	DNase/tRNase domain of colicin-like bacteriocin
PF12651	0.111803398874989	Ribbon-helix-helix domain
PF12674	0.346547163758212	Putative zinc ribbon domain
PF12684	0.265053135346409	PDDEXK-like domain of unknown function (DUF3799)
PF12686	0.157109975188711	Protein of unknown function (DUF3800)
PF12693	0.581899987056804	GspL periplasmic domain
PF12696	0.452664404709647	TraM recognition site of TraD and TraG
PF12697	0.490414446273684	Alpha/beta hydrolase family
PF12698	0.297404383102549	ABC-2 family transporter protein
PF12704	0.913679444106235	MacB-like periplasmic core domain
PF12705	0	PD-(D/E)XK nuclease superfamily
PF12706	0.431181773175754	Beta-lactamase superfamily domain
PF12708	0	Pectate lyase superfamily protein
PF12710	0.194464535831607	haloacid dehalogenase-like hydrolase
PF12724	0	Flavodoxin domain
PF12728	0.673174982424351	Helix-turn-helix domain
PF12729	0	Four helix bundle sensory module for signal transduction
PF12759	1.79380085823018	InsA C-terminal domain
PF12769	0.111803398874989	4TM region of pyridine nucleotide transhydrogenase, mitoch
PF12790	0.717657052894779	Type VI secretion lipoprotein, VasD, EvfM, TssJ, VC_A0113
PF12792	0.628313998740008	CSS motif domain associated with EAL
PF12793	0.223606797749979	Sugar transport-related sRNA regulator N-term
PF12794	0.111803398874989	Mechanosensitive ion channel inner membrane domain 1
PF12795	0.111803398874989	Mechanosensitive ion channel porin domain
PF12796	0.512501929604271	Ankyrin repeats (3 copies)
PF12798	0.522288052827731	4Fe-4S binding domain
PF12800	0.818206590853713	4Fe-4S binding domain
PF12801	0.43864001560635	4Fe-4S binding domain
PF12802	0.111803398874989	MarR family
PF12804	0.223606797749979	MobA-like NTP transferase domain
PF12805	0.157109975188711	FUSC-like inner membrane protein yccS
PF12821	0	Threonine/Serine exporter, ThrE
PF12822	0.420216942163227	ECF transporter, substrate-specific component
PF12826	0.111803398874989	Helix-hairpin-helix motif
PF12831	0.682512113306516	FAD dependent oxidoreductase
PF12832	0.301892763255977	MFS_1 like family
PF12833	1.64509243324624	Helix-turn-helix domain
PF12834	0.442768905635285	Phage integrase, N-terminal
PF12835	0.432098207308817	Integrase
PF12836	0.223606797749979	Helix-hairpin-helix motif
PF12838	0.486364711827855	4Fe-4S dicluster domain
PF12840	0.742472775786971	Helix-turn-helix domain
PF12843	0	Putative quorum-sensing-regulated virulence factor
PF12844	0.191182198207345	Helix-turn-helix domain
PF12846	0.243588675923112	AAA-like domain
PF12848	0.111803398874989	ABC transporter
PF12849	0.706994888349201	PBP superfamily domain
PF12850	0.191182198207345	Calcineurin-like phosphoesterase superfamily domain
PF12852	0.111803398874989	Cupin
PF12857	0	TOBE-like domain
PF12869	0	tRNA_anti-like
PF12883	0.466606385497822	Protein of unknown function (DUF3828)
PF12889	0.517876628678728	Protein of unknown function (DUF3829)
PF12911	0.28434913465623	N-terminal TM domain of oligopeptide transport permease C
PF12918	0.560289256217636	TcdB toxin N-terminal helical domain
PF12919	0.775311289055376	TcdA/TcdB catalytic glycosyltransferase domain
PF12951	1.5475583054802	Passenger-associated-transport-repeat
PF12961	0	Domain of Unknown Function with PDB structure (DUF3850)
PF12974	0.157109975188711	ABC transporter, phosphonate, periplasmic substrate-binding protein
PF13005	2.39923511018075	zinc-finger binding domain of transposase IS66
PF13006	2.14947741661944	Insertion element 4 transposase N-terminal
PF13007	2.39077869841818	Transposase C of IS166 homeodomain
PF13018	1.84180531963697	Extended Signal Peptide of Type V secretion system
PF13020	0.219320007803175	Domain of unknown function (DUF3883)
PF13023	0.111803398874989	HD domain
PF13036	0.111803398874989	Peptidoglycan-synthase activator LpoB
PF13064	0	Protein of unknown function (DUF3927)
PF13085	0.248730956271219	2Fe-2S iron-sulfur cluster binding domain
PF13086	0.636321509373319	AAA domain
PF13087	0.7111231978579	AAA domain
PF13088	0.461148813126632	BNR repeat-like domain
PF13089	0.111803398874989	Polyphosphate kinase N-terminal domain
PF13090	0.111803398874989	Polyphosphate kinase C-terminal domain
PF13091	0.953922614487349	PLD-like domain
PF13098	0.621222763200921	Thioredoxin-like domain
PF13099	0.111803398874989	Domain of unknown function (DUF3944)
PF13102	0.265053135346409	Phage integrase SAM-like domain
PF13108	0.392976309396426	Protein of unknown function (DUF3969)
PF13116	0.157109975188711	Protein of unknown function
PF13117	0.43410755244364	Cag pathogenicity island protein Cag12
PF13132	0	Domain of unknown function (DUF3950)
PF13144	0.432829957549034	Chaperone for flagella basal body P-ring formation
PF13145	0	PPIC-type PPIASE domain
PF13148	1.12894876608981	Protein of unknown function (DUF3987)
PF13155	0.159111456835146	Toprim-like
PF13163	0.28434913465623	Protein of unknown function (DUF3999)
PF13166	0.346547163758212	AAA domain
PF13167	0.111803398874989	GTP-binding GTPase N-terminal
PF13174	0.223606797749979	Tetratricopeptide repeat
PF13175	0.673997145319425	AAA ATPase domain
PF13176	0.111803398874989	Tetratricopeptide repeat
PF13177	0.157109975188711	DNA polymerase III, delta subunit
PF13180	0.389538838024033	PDZ domain
PF13181	0.461148813126632	Tetratricopeptide repeat
PF13182	0.111803398874989	Protein of unknown function (DUF4007)
PF13183	0.488960405841836	4Fe-4S dicluster domain
PF13184	0.352208223798639	NusA-like KH domain
PF13185	0.223606797749979	GAF domain
PF13186	0.219320007803175	Iron-sulfur cluster-binding domain
PF13187	0.301892763255977	4Fe-4S dicluster domain
PF13188	0.423778960774289	PAS domain
PF13192	0.111803398874989	Thioredoxin domain
PF13193	1.49212065552117	AMP-binding enzyme C-terminal domain
PF13195	0.111803398874989	Protein of unknown function (DUF4011)
PF13198	0	Protein of unknown function (DUF4014)
PF13208	0.219320007803175	TerB N-terminal domain
PF13226	0.359324260314598	Domain of unknown function (DUF4034)
PF13227	0	Protein of unknown function (DUF4035)
PF13229	0	Right handed beta helix region
PF13230	0.111803398874989	Glutamine amidotransferases class-II
PF13237	0	4Fe-4S dicluster domain
PF13238	0.400750877507193	AAA domain
PF13240	0	zinc-ribbon domain
PF13241	0	Putative NAD(P)-binding
PF13242	0.423778960774289	HAD-hyrolase-like
PF13245	0.655912737326652	AAA domain
PF13247	0.758809026857553	4Fe-4S dicluster domain
PF13250	0	Domain of unknown function (DUF4041)
PF13252	0	Protein of unknown function (DUF4043)
PF13258	1.06853738909723	Domain of unknown function (DUF4049)
PF13260	0.159111456835146	Protein of unknown function (DUF4051)
PF13262	0	Protein of unknown function (DUF4054)
PF13264	0	Domain of unknown function (DUF4055)
PF13271	0.157109975188711	Domain of unknown function (DUF4062)
PF13272	0	Putative 2/3 transmembrane domain holin
PF13274	0.111803398874989	Protein of unknown function (DUF4065)
PF13275	0.157109975188711	S4 domain
PF13276	6.7416028406277	HTH-like domain
PF13279	0.382364396414689	Thioesterase-like superfamily
PF13280	0.937863853442991	WYL domain
PF13283	0.317974204829116	Bacteriophage N adsorption protein A C-term
PF13286	0.290949993528402	Phosphohydrolase-associated domain
PF13288	0.157109975188711	DXP reductoisomerase C-terminal domain
PF13289	0.219320007803175	SIR2-like domain
PF13290	0.111803398874989	Chitobiase/beta-hexosaminidase C-terminal domain
PF13291	0.219320007803175	ACT domain
PF13292	0	1-deoxy-D-xylulose-5-phosphate synthase
PF13296	0.870671936066142	Putative type VI secretion system Rhs element Vgr
PF13302	0.682048292584712	Acetyltransferase (GNAT) domain
PF13304	0.686096092469026	AAA domain, putative AbiEii toxin, Type IV TA system
PF13306	0	Leucine rich repeats (6 copies)
PF13307	0.270957047369112	Helicase C-terminal domain
PF13309	0.157109975188711	HTH domain
PF13310	0.435744670330595	Virulence protein RhuM family
PF13322	0.471329925566134	Domain of unknown function (DUF4092)
PF13327	0.382364396414689	Type III secretion system subunit
PF13328	0.219320007803175	HD domain
PF13332	1.79291855978606	Haemagluttinin repeat
PF13333	0.631954973560296	Integrase core domain
PF13335	0.28434913465623	Magnesium chelatase, subunit ChlI C-terminal
PF13336	0.475840362551257	Acetyl-CoA hydrolase/transferase C-terminal domain
PF13337	0.265053135346409	Putative ATP-dependent Lon protease
PF13338	0.392774937971778	Transcriptional regulator, AbiEi antitoxin
PF13340	0.111803398874989	Putative transposase of IS4/5 family (DUF4096)
PF13342	0.51311903028489	C-terminal repeat of topoisomerase
PF13343	0.402523684341302	Bacterial extracellular solute-binding protein
PF13344	0.111803398874989	Haloacid dehalogenase-like hydrolase
PF13347	1.59464094605508	MFS/sugar transport protein
PF13353	0.782623792124926	4Fe-4S single cluster domain
PF13354	1.042149677046	Beta-lactamase enzyme family
PF13356	1.85208572128488	Arm DNA-binding domain
PF13358	0.413192265296999	DDE superfamily endonuclease
PF13360	0.157109975188711	PQQ-like domain
PF13361	1.02005212078301	UvrD-like helicase C-terminal domain
PF13362	0.414148508800614	Toprim domain
PF13365	0.362611833469554	Trypsin-like peptidase domain
PF13369	0	Transglutaminase-like superfamily
PF13371	0	Tetratricopeptide repeat
PF13375	0.367810834705263	RnfC Barrel sandwich hybrid domain
PF13377	1.05272401326334	Periplasmic binding protein-like domain
PF13378	0.946679740802332	Enolase C-terminal domain-like
PF13380	0.191182198207345	CoA binding domain
PF13382	0.157109975188711	Adenine deaminase C-terminal domain
PF13384	0.265053135346409	Homeodomain-like domain
PF13391	0.737662232746298	HNH endonuclease
PF13392	0.191182198207345	HNH endonuclease
PF13393	0	Histidyl-tRNA synthetase
PF13394	0.157109975188711	4Fe-4S single cluster domain
PF13395	0.111803398874989	HNH endonuclease
PF13396	0.191182198207345	Phospholipase_D-nuclease N-terminal
PF13401	0.693094327516423	AAA domain
PF13402	0.466436802942521	Peptidase M60, enhancin and enhancin-like
PF13404	0.194464535831607	AsnC-type helix-turn-helix domain
PF13406	0.157109975188711	Transglycosylase SLT domain
PF13407	0.855362829225267	Periplasmic binding protein domain
PF13408	0.191182198207345	Recombinase zinc beta ribbon domain
PF13409	0.428236004966148	Glutathione S-transferase, N-terminal domain
PF13410	0.248730956271219	Glutathione S-transferase, C-terminal domain
PF13411	0.730766027769335	MerR HTH family regulatory protein
PF13412	0.392976309396426	Winged helix-turn-helix DNA-binding
PF13413	0	Helix-turn-helix domain
PF13414	0.466436802942521	TPR repeat
PF13416	0.515426577663614	Bacterial extracellular solute-binding protein
PF13417	0.747887319746748	Glutathione S-transferase, N-terminal domain
PF13418	0.332805489243922	Galactose oxidase, central domain
PF13419	0.545261521274222	Haloacid dehalogenase-like hydrolase
PF13420	0.549884913160489	Acetyltransferase (GNAT) domain
PF13426	0.980748228959703	PAS domain
PF13427	0.762138065169131	Domain of unknown function (DUF4111)
PF13429	0.44933143021295	Tetratricopeptide repeat
PF13432	0.891592232391444	Tetratricopeptide repeat
PF13434	0.520315143063572	L-lysine 6-monooxygenase (NADPH-requiring)
PF13435	0	Cytochrome c554 and c-prime
PF13436	0.359324260314598	Glycine-zipper domain
PF13437	0.779077676048066	HlyD family secretion protein
PF13438	0.64435228983664	Domain of unknown function (DUF4113)
PF13439	0.807794308948522	Glycosyltransferase Family 4
PF13440	0.35489345878532	Polysaccharide biosynthesis protein
PF13443	0.157109975188711	Cro/C1-type HTH DNA-binding domain
PF13449	0.616107626632666	Esterase-like activity of phytase
PF13450	0.265053135346409	NAD(P)-binding Rossmann-like domain
PF13454	0.219320007803175	FAD-NAD(P)-binding
PF13455	0.157109975188711	Meiotically up-regulated gene 113
PF13458	0	Periplasmic binding protein
PF13460	1.06021254138564	NAD(P)H-binding
PF13462	0.191182198207345	Thioredoxin
PF13464	0	Domain of unknown function (DUF4115)
PF13466	0.159111456835146	STAS domain
PF13471	0.111803398874989	Transglutaminase-like superfamily
PF13472	0.414148508800614	GDSL-like Lipase/Acylhydrolase family
PF13473	0.157109975188711	Cupredoxin-like domain
PF13476	0.655912737326652	AAA domain
PF13477	0.301892763255977	Glycosyl transferase 4-like
PF13478	0.548876873975221	XdhC Rossmann domain
PF13479	0	AAA domain
PF13481	0.341256056653258	AAA domain
PF13483	0.297404383102549	Beta-lactamase superfamily domain
PF13484	0.223606797749979	4Fe-4S double cluster binding domain
PF13488	0.462348161870262	Glycine zipper
PF13489	0.309143365209678	Methyltransferase domain
PF13491	0.317974204829116	4TM region of DNA translocase FtsK/SpoIIIE
PF13492	0.159111456835146	GAF domain
PF13493	0.159111456835146	Domain of unknown function (DUF4118)
PF13495	0.65301152411953	Phage integrase, N-terminal SAM-like domain
PF13500	0.403897154474261	AAA domain
PF13502	0.157109975188711	AsmA-like C-terminal region
PF13503	0.332805489243922	Domain of unknown function (DUF4123)
PF13505	0.603261179451248	Outer membrane protein beta-barrel domain
PF13507	0.111803398874989	CobB/CobQ-like glutamine amidotransferase domain
PF13508	0.67458379104396	Acetyltransferase (GNAT) domain
PF13510	0.111803398874989	2Fe-2S iron-sulfur cluster binding domain
PF13515	0.295268596880531	Fusaric acid resistance protein-like
PF13517	0.575749374096188	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella
PF13518	5.9533922890093	Helix-turn-helix domain
PF13520	1.07885311819214	Amino acid permease
PF13521	0.455452202608308	AAA domain
PF13522	0	Glutamine amidotransferase domain
PF13523	0.616236022513321	Acetyltransferase (GNAT) domain
PF13525	0	Outer membrane lipoprotein
PF13531	0.251262634294089	Bacterial extracellular solute-binding protein
PF13532	0.159111456835146	2OG-Fe(II) oxygenase superfamily
PF13533	0.664540385567825	Biotin-lipoyl like
PF13534	0.317974204829116	4Fe-4S dicluster domain
PF13537	0.111803398874989	Glutamine amidotransferase domain
PF13538	0.392976309396426	UvrD-like helicase C-terminal domain
PF13539	0	D-alanyl-D-alanine carboxypeptidase
PF13541	0.28434913465623	Subunit ChlI of Mg-chelatase
PF13542	0.749577940315478	Helix-turn-helix domain of transposase family ISL3
PF13545	0.194464535831607	Crp-like helix-turn-helix domain
PF13549	0.111803398874989	ATP-grasp domain
PF13550	0.191182198207345	Putative phage tail protein
PF13551	0.479978902489936	Winged helix-turn helix
PF13554	0	Bacteriophage related domain of unknown function
PF13555	0.475840362551257	P-loop containing region of AAA domain
PF13556	0.111803398874989	PucR C-terminal helix-turn-helix domain
PF13558	0	Putative exonuclease SbcCD, C subunit
PF13560	0.919204389056514	Helix-turn-helix domain
PF13561	1.28520057046716	Enoyl-(Acyl carrier protein) reductase
PF13565	0.401736736014135	Homeodomain-like domain
PF13569	0.785549875943556	Domain of unknown function (DUF4132)
PF13578	0.157109975188711	Methyltransferase domain
PF13579	0.243588675923112	Glycosyl transferase 4-like domain
PF13580	0.159111456835146	SIS domain
PF13588	0.501737487466418	Type I restriction enzyme R protein N terminus (HSDR_N)
PF13589	0.381328457376398	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
PF13591	0.243588675923112	MerR HTH family regulatory protein
PF13592	0.389538838024033	Winged helix-turn helix
PF13593	0	SBF-like CPA transporter family (DUF4137)
PF13597	0	Anaerobic ribonucleoside-triphosphate reductase
PF13599	1.37788822092617	Pentapeptide repeats (9 copies)
PF13602	0.223606797749979	Zinc-binding dehydrogenase
PF13603	0.111803398874989	Leucyl-tRNA synthetase, Domain 2
PF13604	0.655550787844114	AAA domain
PF13606	0.111803398874989	Ankyrin repeat
PF13607	0.111803398874989	Succinyl-CoA ligase like flavodoxin domain
PF13610	3.34124588299528	DDE domain
PF13614	0.959628092517808	AAA domain
PF13616	0.191182198207345	PPIC-type PPIASE domain
PF13617	0	YnbE-like lipoprotein
PF13620	0	Carboxypeptidase regulatory-like domain
PF13622	0	Thioesterase-like superfamily
PF13624	0	SurA N-terminal domain
PF13627	0	Prokaryotic lipoprotein-attachment site
PF13632	0.420216942163227	Glycosyl transferase family group 2
PF13636	0.157109975188711	RNA-binding PUA-like domain of methyltransferase RsmF
PF13637	0.297404383102549	Ankyrin repeats (many copies)
PF13638	0	PIN domain
PF13640	0.223606797749979	2OG-Fe(II) oxygenase superfamily
PF13641	0.219320007803175	Glycosyltransferase like family 2
PF13643	0.301892763255977	Domain of unknown function (DUF4145)
PF13644	0.191182198207345	DKNYY family
PF13646	0.571473777597024	HEAT repeats
PF13649	0.893010836681381	Methyltransferase domain
PF13654	0.157109975188711	AAA domain
PF13655	0.413192265296999	N-terminal domain of reverse transcriptase
PF13657	0.636445827340584	HipA N-terminal domain
PF13662	0.191182198207345	Toprim domain
PF13665	0.443661405846818	Domain of unknown function (DUF4150)
PF13667	0.111803398874989	ThiC-associated domain
PF13671	0.435744670330595	AAA domain
PF13672	0.265053135346409	Protein phosphatase 2C
PF13673	0.459602194528257	Acetyltransferase (GNAT) domain
PF13675	0.157109975188711	Type IV pili methyl-accepting chemotaxis transducer N-term
PF13676	0.301892763255977	TIR domain
PF13677	0.44133715118111	Membrane MotB of proton-channel complex MotA/MotB
PF13678	0.157109975188711	NFkB-p65-degrading zinc protease
PF13683	1.41756610811845	Integrase core domain
PF13687	0	Domain of unknown function (DUF4153)
PF13689	0.111803398874989	Domain of unknown function (DUF4154)
PF13692	0.550603811249092	Glycosyl transferases group 1
PF13693	0.44133715118111	Winged helix-turn-helix DNA-binding
PF13698	0	Domain of unknown function (DUF4156)
PF13700	0.839586245296538	Domain of unknown function (DUF4158)
PF13701	0.471329925566134	Transposase DDE domain group 1
PF13704	0.270957047369112	Glycosyl transferase family 2
PF13707	0.111803398874989	RloB-like protein
PF13708	1.42846292535506	Domain of unknown function (DUF4942)
PF13710	0	ACT domain
PF13711	0.28434913465623	Domain of unknown function (DUF4160)
PF13714	0	Phosphoenolpyruvate phosphomutase
PF13718	0.371236387893486	GNAT acetyltransferase 2
PF13720	0	Udp N-acetylglucosamine O-acyltransferase; Domain 2
PF13721	0.111803398874989	SecD export protein N-terminal TM region
PF13722	0.194464535831607	5TM C-terminal transporter carbon starvation CstA
PF13723	0.382364396414689	Beta-ketoacyl synthase, N-terminal domain
PF13727	0.111803398874989	CoA-binding domain
PF13728	1.25889242057544	F plasmid transfer operon protein
PF13729	0.452664404709647	F plasmid transfer operon, TraF, protein
PF13730	0.44133715118111	Helix-turn-helix domain
PF13737	1.02183441399292	Transposase DDE domain
PF13740	0.111803398874989	ACT domain
PF13742	0.219320007803175	OB-fold nucleic acid binding domain
PF13744	0.566886901854039	Helix-turn-helix domain
PF13750	0.830490933047085	Bacterial Ig-like domain (group 3)
PF13751	0.248730956271219	Transposase DDE domain
PF13752	0.290949993528402	Domain of unknown function (DUF4165)
PF13784	0.301892763255977	Fic/DOC family N-terminal
PF13793	0	N-terminal domain of ribose phosphate pyrophosphokinase
PF13801	0.159111456835146	Heavy-metal resistance
PF13802	0.44933143021295	Galactose mutarotase-like
PF13806	0	Rieske-like [2Fe-2S] domain
PF13807	0.497461912542437	G-rich domain on putative tyrosine kinase
PF13808	2.0927844694194	DDE_Tnp_1-associated
PF13811	0.191182198207345	Domain of unknown function (DUF4186)
PF13817	2.67663944792294	IS66 C-terminal element
